,timestamp,change_event,object_type,old_id,new_id,old_attributes,new_attributes,diff
0,2025-12-26 18:00:39,remove,service,21,,"{'id': '21', 'name': '21'}",,"[('remove', '', [('id', '21'), ('name', '21')]), ('remove', 'id', '21')]"
1,2025-12-26 18:00:39,remove,service,15,,"{'id': '15', 'name': '15'}",,"[('remove', '', [('id', '15'), ('name', '15')]), ('remove', 'id', '15')]"
2,2025-12-26 18:00:39,remove,service,13,,"{'id': '13', 'name': '13'}",,"[('remove', '', [('id', '13'), ('name', '13')]), ('remove', 'id', '13')]"
3,2025-12-26 18:00:39,remove,service,19,,"{'id': '19', 'name': '19'}",,"[('remove', '', [('id', '19'), ('name', '19')]), ('remove', 'id', '19')]"
4,2025-12-26 18:00:39,remove,service,16,,"{'id': '16', 'name': '16'}",,"[('remove', '', [('id', '16'), ('name', '16')]), ('remove', 'id', '16')]"
5,2025-12-26 18:00:39,remove,service,12,,"{'id': '12', 'name': '12'}",,"[('remove', '', [('id', '12'), ('name', '12')]), ('remove', 'id', '12')]"
6,2025-12-26 18:00:39,remove,service,20,,"{'id': '20', 'name': '20'}",,"[('remove', '', [('id', '20'), ('name', '20')]), ('remove', 'id', '20')]"
7,2025-12-26 18:00:39,remove,service,1417,,"{'id': '1417', 'name': '1417'}",,"[('remove', '', [('id', '1417'), ('name', '1417')]), ('remove', 'id', '1417')]"
8,2025-12-26 18:00:39,remove,service,10,,"{'id': '10', 'name': '10'}",,"[('remove', '', [('id', '10'), ('name', '10')]), ('remove', 'id', '10')]"
9,2025-12-26 18:00:39,add,service,,aa6eb4b06e67d949daf4cae14df7f7c5_218d3001388e16fbc95d1db1bbd64886,,"{'id': 'aa6eb4b06e67d949daf4cae14df7f7c5_218d3001388e16fbc95d1db1bbd64886', 'name': 'aa6eb4b06e67d949daf4cae14df7f7c5_218d3001388e16fbc95d1db1bbd64886'}","[('add', '', [('id', 'aa6eb4b06e67d949daf4cae14df7f7c5_218d3001388e16fbc95d1db1bbd64886'), ('name', 'aa6eb4b06e67d949daf4cae14df7f7c5_218d3001388e16fbc95d1db1bbd64886')]), ('add', 'id', 'aa6eb4b06e67d949daf4cae14df7f7c5_218d3001388e16fbc95d1db1bbd64886')]"
10,2025-12-26 18:00:39,add,service,,9462f1f3ff335f47a6166e12e983cd13_8b1f98a9f0fe4f3dfee3da4126684df2,,"{'id': '9462f1f3ff335f47a6166e12e983cd13_8b1f98a9f0fe4f3dfee3da4126684df2', 'name': '9462f1f3ff335f47a6166e12e983cd13_8b1f98a9f0fe4f3dfee3da4126684df2'}","[('add', '', [('id', '9462f1f3ff335f47a6166e12e983cd13_8b1f98a9f0fe4f3dfee3da4126684df2'), ('name', '9462f1f3ff335f47a6166e12e983cd13_8b1f98a9f0fe4f3dfee3da4126684df2')]), ('add', 'id', '9462f1f3ff335f47a6166e12e983cd13_8b1f98a9f0fe4f3dfee3da4126684df2')]"
11,2025-12-26 18:00:40,add,service,,49f376da289771b9bf5c3eee47fe86a5_c13d8eb23515e3623c22d6a1cb3d6066,,"{'id': '49f376da289771b9bf5c3eee47fe86a5_c13d8eb23515e3623c22d6a1cb3d6066', 'name': '49f376da289771b9bf5c3eee47fe86a5_c13d8eb23515e3623c22d6a1cb3d6066'}","[('add', '', [('id', '49f376da289771b9bf5c3eee47fe86a5_c13d8eb23515e3623c22d6a1cb3d6066'), ('name', '49f376da289771b9bf5c3eee47fe86a5_c13d8eb23515e3623c22d6a1cb3d6066')]), ('add', 'id', '49f376da289771b9bf5c3eee47fe86a5_c13d8eb23515e3623c22d6a1cb3d6066')]"
12,2025-12-26 18:00:40,add,service,,8210352ed97635e0fe228270e07e4b45_8e5215ff2901de781198436e955ce490,,"{'id': '8210352ed97635e0fe228270e07e4b45_8e5215ff2901de781198436e955ce490', 'name': '8210352ed97635e0fe228270e07e4b45_8e5215ff2901de781198436e955ce490'}","[('add', '', [('id', '8210352ed97635e0fe228270e07e4b45_8e5215ff2901de781198436e955ce490'), ('name', '8210352ed97635e0fe228270e07e4b45_8e5215ff2901de781198436e955ce490')]), ('add', 'id', '8210352ed97635e0fe228270e07e4b45_8e5215ff2901de781198436e955ce490')]"
13,2025-12-26 18:00:40,add,service,,8eb66ee9c00ea96c58966fabdd4a9e33_57afdb2c1aa8311b71c1ed8ff30e1a3d,,"{'id': '8eb66ee9c00ea96c58966fabdd4a9e33_57afdb2c1aa8311b71c1ed8ff30e1a3d', 'name': '8eb66ee9c00ea96c58966fabdd4a9e33_57afdb2c1aa8311b71c1ed8ff30e1a3d'}","[('add', '', [('id', '8eb66ee9c00ea96c58966fabdd4a9e33_57afdb2c1aa8311b71c1ed8ff30e1a3d'), ('name', '8eb66ee9c00ea96c58966fabdd4a9e33_57afdb2c1aa8311b71c1ed8ff30e1a3d')]), ('add', 'id', '8eb66ee9c00ea96c58966fabdd4a9e33_57afdb2c1aa8311b71c1ed8ff30e1a3d')]"
